image_path,code,arrows,shapes
"C:\Users\Bupyc\PycharmProjects\PythonProject1\app\servis\date\block\1.png","st1 = input()
st2 = input()
if st1 == st2:
    print('Пароль принят')
else:
    print('Пароль не принят')
","[\"arrow_1\",\"arrow_2\",\"arrow_3\",\"arrow_4\",\"arrow_5\",\"arrow_6\",\"arrow_7\"]","[\"shapes_3\",\"shapes_4\",\"shapes_5\"]"
"C:\Users\Bupyc\PycharmProjects\PythonProject1\app\servis\date\block\2.png","nam = int(input())
if nam % 2 == 0:
    print('Четное')
else:
    print('Нечетное')
","[\"arrow_1\",\"arrow_2\",\"arrow_3\",\"arrow_4\",\"arrow_5\",\"arrow_6\",\"arrow_7\"]","[\"shapes_3\",\"shapes_4\",\"shapes_5\"]"
"C:\Users\Bupyc\PycharmProjects\PythonProject1\app\servis\date\block\3.png","move 10 20 draw_circle 30 fill_red","[\"arrow_1\",\"arrow_2\",\"arrow_3\",\"arrow_4\",\"arrow_5\",\"arrow_6\",\"arrow_7\"]","[\"shapes_3\",\"shapes_4\",\"shapes_5\"]"
"C:\Users\Bupyc\PycharmProjects\PythonProject1\app\servis\date\block\4.png","move 10 20 draw_circle 30 fill_red","[\"arrow_1\",\"arrow_2\",\"arrow_3\",\"arrow_4\",\"arrow_5\",\"arrow_6\",\"arrow_7\"]","[\"shapes_3\",\"shapes_4\",\"shapes_5\"]"
"C:\Users\Bupyc\PycharmProjects\PythonProject1\app\servis\date\block\5.png","move 10 20 draw_circle 30 fill_red","[\"arrow_1\",\"arrow_2\",\"arrow_3\",\"arrow_4\",\"arrow_5\",\"arrow_6\",\"arrow_7\"]","[\"shapes_3\",\"shapes_4\",\"shapes_5\"]"
"C:\Users\Bupyc\PycharmProjects\PythonProject1\app\servis\date\block\6.png","move 10 20 draw_circle 30 fill_red","[\"arrow_1\",\"arrow_2\",\"arrow_3\",\"arrow_4\",\"arrow_5\",\"arrow_6\",\"arrow_7\"]","[\"shapes_3\",\"shapes_4\",\"shapes_5\"]"
"C:\Users\Bupyc\PycharmProjects\PythonProject1\app\servis\date\block\7.png","move 10 20 draw_circle 30 fill_red","[\"arrow_1\",\"arrow_2\",\"arrow_3\",\"arrow_4\",\"arrow_5\",\"arrow_6\",\"arrow_7\"]","[\"shapes_3\",\"shapes_4\",\"shapes_5\"]"
"C:\Users\Bupyc\PycharmProjects\PythonProject1\app\servis\date\block\8.png","move 10 20 draw_circle 30 fill_red","[\"arrow_1\",\"arrow_2\",\"arrow_3\",\"arrow_4\",\"arrow_5\",\"arrow_6\",\"arrow_7\"]","[\"shapes_3\",\"shapes_4\",\"shapes_5\"]"
"C:\Users\Bupyc\PycharmProjects\PythonProject1\app\servis\date\block\9.png","move 10 20 draw_circle 30 fill_red","[\"arrow_1\",\"arrow_2\",\"arrow_3\",\"arrow_4\",\"arrow_5\",\"arrow_6\",\"arrow_7\"]","[\"shapes_3\",\"shapes_4\",\"shapes_5\"]"
"C:\Users\Bupyc\PycharmProjects\PythonProject1\app\servis\date\block\10.png","move 10 20 draw_circle 30 fill_red","[\"arrow_1\",\"arrow_2\",\"arrow_3\",\"arrow_4\",\"arrow_5\",\"arrow_6\",\"arrow_7\"]","[\"shapes_3\",\"shapes_4\",\"shapes_5\"]"
